1800,33.631607,922.397339,21
1800,33.203453,897.284302,20
1800,400.484039,833.827087,19
1800,440.471161,829.316101,18
1800,76.848366,492.569672,17
1800,320.162231,812.841125,16
1800,372.480347,764.9776,15
1800,220.571777,629.165588,14
1800,285.396912,1208.481567,13
1800,389.202789,816.561523,12
1800,237.530579,64.384872,11
1800,309.618286,665.136597,10
1800,264.48233,568.568604,9
1800,292.633667,1109.425293,8
1800,301.624115,569.047058,7
1800,240.537506,533.243347,6
1800,276.369415,669.21936,5
1800,261.478333,500.841217,4
1800,440.653778,604.983643,3
1800,284.900482,532.808228,2
1800,472.809021,636.785339,1
1805,37.84156,920.891907,21
1805,397.292969,837.481506,19
1805,432.414124,832.975769,18
1805,77.686035,460.955353,17
1805,304.730713,824.706909,16
1805,365.564606,744.712769,15
1805,220.526398,629.056946,14
1805,269.80481,1233.001709,13
1805,373.757812,824.974609,12
1805,309.446075,669.321289,10
1805,264.456085,568.72345,9
1805,272.603363,1140.838623,8
1805,301.606262,568.93866,7
1805,240.601562,533.402039,6
1805,277.319183,664.776611,5
1805,261.332214,500.961121,4
1805,432.255402,613.457886,3
1805,284.224792,532.930359,2
1805,464.881989,628.942322,1
1810,37.557281,920.474121,21
1810,393.02774,844.722839,19
1810,424.731018,837.411133,18
1810,76.946182,436.699646,17
1810,296.247894,840.311584,16
1810,364.810638,720.808594,15
1810,220.546631,629.026672,14
1810,365.230652,832.65863,12
1810,308.567535,668.981873,10
1810,264.513092,568.593567,9
1810,257.156769,1172.899414,8
1810,301.682495,568.907043,7
1810,240.692535,533.417847,6
1810,276.795288,668.757507,5
1810,261.15451,501.082611,4
1810,424.485718,620.829895,3
1810,284.403992,533.126465,2
1810,464.326599,624.838135,1
1815,448.577911,516.983459,23
1815,444.756653,412.532196,22
1815,40.61998,920.787537,21
1815,388.413239,844.788391,19
1815,424.971405,840.442383,18
1815,84.48217,424.521484,17
1815,285.084625,848.664124,16
1815,357.7005,696.997925,15
1815,220.536804,628.913452,14
1815,244.318527,1260.911499,13
1815,360.543427,833.024353,12
1815,305.658295,668.226746,10
1815,264.456268,568.729858,9
1815,240.068771,1204.897461,8
1815,301.627808,568.949158,7
1815,240.140701,535.806824,6
1815,276.914337,668.727478,5
1815,260.741119,501.059631,4
1815,420.770172,632.680908,3
1815,284.727448,533.097778,2
1815,460.38913,629.378235,1
1820,428.620544,512.723999,23
1820,428.622009,388.670441,22
1820,41.250313,922.375977,21
1820,37.288448,896.042969,20
1820,384.358948,848.390808,19
1820,424.406067,840.537292,18
1820,88.463196,421.219177,17
1820,277.433594,853.397156,16
1820,353.252289,680.417603,15
1820,220.630386,628.905762,14
1820,236.802475,1288.812988,13
1820,357.390747,840.701599,12
1820,305.449707,668.647888,10
1820,261.851868,569.046448,9
1820,221.518021,1236.593384,8
1820,301.66803,568.964172,7
1820,240.624832,536.127014,6
1820,276.816437,668.753906,5
1820,261.288788,501.085663,4
1820,416.089722,640.269531,3
1820,285.278259,533.106079,2
1820,452.738617,637.010864,1
1825,405.001251,512.660828,23
1825,412.749023,361.067322,22
1825,37.171165,925.751038,21
1825,384.465027,853.719482,19
1825,420.559143,837.321167,18
1825,92.286247,424.332733,17
1825,284.927704,856.850342,16
1825,352.267334,660.998474,15
1825,220.6418,628.970093,14
1825,356.444336,845.047058,12
1825,308.726501,664.912048,10
1825,261.950806,569.132385,9
1825,301.453796,568.808472,7
1825,240.691513,536.051636,6
1825,277.485291,664.714905,5
1825,261.023132,501.14624,4
1825,408.533325,645.125,3
1825,285.304962,532.528015,2
1825,445.056366,637.552063,1
1830,389.302185,512.636353,23
1830,392.698914,340.627838,22
1830,33.999706,894.183289,20
1830,384.4617,853.651001,19
1830,417.175079,837.0177,18
1830,93.256752,432.727081,17
1830,293.079315,869.271301,16
1830,353.199554,648.053345,15
1830,220.631027,628.887451,14
1830,353.203552,841.063599,12
1830,309.450226,664.797974,10
1830,261.794434,568.916199,9
1830,189.402298,1296.749878,8
1830,301.557587,568.934814,7
1830,240.773773,533.232788,6
1830,276.981873,668.466797,5
1830,261.112244,501.019714,4
1830,405.138977,648.683472,3
1830,285.632599,528.708862,2
1830,436.78006,637.448853,1
1835,376.614838,501.515503,23
1835,381.125763,316.697601,22
1835,381.578644,856.488281,19
1835,413.567474,832.922058,18
1835,85.68322,445.543762,17
1835,304.545166,872.571106,16
1835,357.513611,632.35907,15
1835,220.684326,628.966919,14
1835,353.26944,836.773376,12
1835,309.783936,664.993164,10
1835,261.774323,568.804993,9
1835,301.697418,568.864075,7
1835,241.526215,533.222229,6
1835,276.961151,668.395691,5
1835,260.920624,501.079498,4
1835,400.764191,656.506409,3
1835,285.612793,528.744019,2
1835,432.651947,637.208435,1
1840,365.732788,496.960815,23
1840,368.499298,288.504547,22
1840,381.737061,856.766418,19
1840,408.668701,829.306519,18
1840,80.293488,456.544525,17
1840,320.218719,869.598083,16
1840,364.73288,616.639832,15
1840,217.408554,629.110901,14
1840,356.718506,829.202515,12
1840,308.638336,665.199402,10
1840,261.704468,568.668335,9
1840,301.571198,568.699829,7
1840,240.796112,533.053894,6
1840,276.8815,668.554932,5
1840,261.262756,501.11972,4
1840,396.932098,660.982544,3
1840,288.362457,528.404907,2
1840,425.571442,648.409302,1
1845,357.022522,496.586212,23
1845,356.860474,261.365814,22
1845,385.197083,860.845398,19
1845,408.255829,829.339844,18
1845,77.316414,461.214172,17
1845,332.697784,864.661133,16
1845,364.932709,600.613342,15
1845,217.430893,629.19812,14
1845,356.49707,829.080139,12
1845,308.137756,668.997009,10
1845,261.768341,568.675598,9
1845,301.332794,568.556946,7
1845,240.673828,533.540955,6
1845,276.794281,668.790161,5
1845,261.491089,501.033966,4
1845,388.514465,661.323792,3
1845,288.476654,528.450195,2
1845,417.047058,653.141113,1
1850,348.161102,492.670776,23
1850,340.769623,236.619659,22
1850,388.379425,861.407227,19
1850,405.614441,824.73999,18
1850,77.357712,461.234528,17
1850,340.37735,856.783386,16
1850,368.604431,584.812561,15
1850,217.241989,629.086853,14
1850,357.220001,824.88092,12
1850,307.997437,668.622131,10
1850,261.820801,569.132751,9
1850,301.656342,568.686218,7
1850,240.58255,533.274902,6
1850,276.976624,668.669617,5
1850,261.119934,501.300262,4
1850,384.093323,669.313782,3
1850,288.607941,528.55542,2
1850,409.451782,669.619934,1
1855,344.196411,492.957947,23
1855,328.793091,208.828232,22
1855,388.625671,861.513062,19
1855,408.108612,824.43042,18
1855,77.276855,461.038177,17
1855,341.395844,852.472595,16
1855,372.395294,576.218506,15
1855,217.336609,629.137085,14
1855,355.958893,828.378357,12
1855,308.585083,665.027954,10
1855,264.431488,568.383484,9
1855,301.694611,568.928223,7
1855,240.758606,533.266724,6
1855,276.988373,668.900085,5
1855,260.283142,501.05368,4
1855,376.36438,677.236877,3
1855,288.556183,528.667969,2
1855,396.951447,684.355713,1
1860,344.179169,501.295105,23
1860,317.10556,181.004272,22
1860,388.47406,861.486511,19
1860,408.315094,824.50061,18
1860,77.023491,461.25824,17
1860,344.174866,853.503479,16
1860,373.464905,557.229858,15
1860,220.395752,628.994507,14
1860,353.394531,828.742737,12
1860,308.580109,665.126953,10
1860,264.697968,568.685303,9
1860,301.540955,568.82605,7
1860,240.605576,533.348633,6
